first,second,gcd
1101100000111100,0011011011110111,0000000000000001
1001101000100111,0001101011011000,0000000000000001
0011101110110010,1010101001111001,0000000000001001
0111100000000011,0101100100011111,0000000000000011
0000011101011001,1001100001010010,0000000000000011
1011111010011011,1001111001001011,0000000000000001
0110110010100001,0111000000010001,0000000000000001
0001000011101010,0101010011110111,0000000000000001
1000010010101101,1011101010011100,0000000000000001
1010111000010011,1001111001000010,0000000000000001
1100101010100101,0111010001010110,0000000000000001
0001000011101001,1010101111101000,0000000000000001
1111100000010110,0001001110010110,0000000000000010
0100100000110000,1100001001111111,0000000000010101
0000000011000001,0000000110110100,0000000000000001
1100010001101011,1111110011001010,0000000000000001
1110000111010000,1000100101100001,0000000000000001
1001110000001101,0100100101110011,0000000000000001
0110011000000011,1101011011010000,0000000000000001
1001010010100111,0010111001000001,0000000000000011
0010101100001111,1100101110110010,0000000000000001
1000100010111110,0011010000101000,0000000000000010
1001111010111001,1010001001011111,0000000000000001
1101001011011111,1111110000110000,0000000000000001
0101001010000011,1100110000000001,0000000000000001
0100101110010010,0101110110101111,0000000000000001
0001001110001000,0011000110100010,0000000000000010
1100010110010000,0110110011111000,0000000000001000
1111100000101010,0110110001101111,0000000000000001
1010010011100010,1110110011011010,0000000000001110
1101111011000001,0010010111010110,0000000000000001
0100000100000110,1011101100000101,0000000000000001
1101111111100011,1011100011101101,0000000000000001
1010101010110010,0000010000101111,0000000000000011
0010111100110101,0101111011100111,0000000000000101
0101010111010011,0010001011110101,0000000000000001
0011001000110001,1110100100100001,0000000000000001
0110100111010000,0110101100000110,0000000000000010
1010010000100110,0110010001111001,0000000000000001
0100000001011000,1100100010010110,0000000000000010
0110111100111110,0111001110011010,0000000000000010
1101110000100100,0011000110100111,0000000000000001
1011100100111111,1011000011111111,0000000000000001
0110010111011101,0011110100010001,0000000000000001
0100001111101101,1001011001100110,0000000000000001
0101010010011011,0010110101000001,0000000000000001
0011110000001111,0010011110110001,0000000000000011
1001000110101100,1100011001010010,0000000000000010
1001010011010001,1100101111001010,0000000000000011
1001101100100000,1001011110011001,0000000000000001
1101101101010001,1111101010000000,0000000000000011
1001000101111011,0101011111100110,0000000000000001
1111011100101000,0000111111110010,0000000000000010
1101100011110101,1101010110101010,0000000000000001
0011110101111000,0000110010010100,0000000000011100
1010001110110010,0000100101000001,0000000000010111
1010101000000000,0110000110100000,0000000000100000
0110010100110011,0011111010111101,0000000000000001
1101101011011100,1101000010001000,0000000000000100
1001110000110001,0100010000110101,0000000000000001
1111101100011010,0101000100000001,0000000000000001
0101101100000010,1000011111100101,0000000000000001
0100011100011110,0110000000100000,0000000000000010
1110100000110111,0011100011100011,0000000000000001
1011111000110101,1011101010101001,0000000000000001
1100001101110011,1000111000100100,0000000000000001
1111011011110110,1010010100101001,0000000000000001
1110111110110111,0001110011111000,0000000000000001
1111101000000111,0000001011000010,0000000000000001
0011000110110100,1000101110101010,0000000000000010
0100101011010000,0001101010010100,0000000011111100
0111111110110111,0101010111001000,0000000000000101
0000101110011010,1100010000111111,0000000000000001
0111010001111101,1001011101101001,0000000000000001
0001100100010110,0010111111111111,0000000000000001
1110101100001101,1010111111010011,0000000000010011
0101111010011011,1101101100001010,0000000000010111
0001110101010011,0011101001101011,0000000000000001
1111110100111011,1111100001010000,0000000000000001
1011101011100110,1110001011011101,0000000000000001
1000110111010011,0010100100110011,0000000000000001
0001101100001110,1100000110011000,0000000000000010
1001111010000111,0100010001101001,0000000000000001
0011100011111010,1010101011111111,0000000000010001
0111011011110000,0010000110111011,0000000000001011
0011101010001100,0100101000111011,0000000000000001
1100010001000011,0011000001000100,0000000000000001
1000111110100111,0110101111110100,0000000000000001
0101101101010000,0011101101000000,0000000000110000
1101101010110111,1010100010001011,0000000000001101
0111111110101111,0000101110000111,0000000000000001
0100101111010001,1111110111010011,0000000000000001
0110111111000101,1011011111101110,0000000000001101
1011100111001010,0110000110011101,0000000000000001
0100110101111100,1111010101101000,0000000000000100
0010101001001100,1010101101101101,0000000000000001
0110110111001110,0011011011100000,0000000000000010
1011100111110000,0101110011110111,0000000000000001
0000001110111111,1011110110110110,0000000000000111
0110011000100000,1101010110100111,0000000000000001
0001010000010011,1100001001010011,0000000000000001
1011000101000110,1011001101110001,0000000000000001
0101101111001101,1101110011001100,0000000000000001
1101101111000111,0101000110110011,0000000000000001
1000110111101001,0111100111001010,0000000000010001
0110010100110001,1001101100000110,0000000000000001
1011101110001110,1101110000010101,0000000000000001
1111010011011011,0011110011100011,0000000000000001
0100010111011011,1001100010101010,0000000000000001
1000001000000101,0011101110000110,0000000000000001
0000000001101100,1100111011100000,0000000000000100
1101001110011011,1100001001101101,0000000000000011
0101010101101001,1010111100000101,0000000000000101
0010001101001101,0011101111000111,0000000000000001
0010111000011010,1111111101011000,0000000000000010
0111010010011010,0110011001110000,0000000000000010
0110010001100001,1010101000000111,0000000000000001
1000101001100101,0000101010000100,0000000000000001
1001010110001000,0111100011011111,0000000100111111
1101100100001011,1100001010010001,0000000000000011
1110000111001100,1101110011011100,0000000000000100
0001001101111110,0111111101101011,0000000000000001
1101000011011100,1110100110100011,0000000000000001
0101010011001100,1010011000110010,0000000000000110
1110110011010011,1101110000110100,0000000000000001
0001010111010001,1101001111100010,0000000000000001
1001101000000110,0101000000100100,0000000000000010
1101011100101000,0000111001111100,0000000000100100
1111100111110101,0101011100100101,0000000000000001
1110100010010011,0000101010000011,0000000000000001
0100100010111100,0010010101000001,0000000000000001
1001110001110001,0101001001010010,0000000000000001
0111000100100101,1010011101010101,0000000000000011
1101110001110100,1101100110111100,0000000000001100
0000001100111110,1111110011111010,0000000000000010
0101011010010110,0111000111000111,0000000000000001
0110011001011111,0000000111010111,0000000000000001
0001110110100111,1001011010011000,0000000000000001
1101000101001100,0100111010101101,0000000000000001
1000100001101011,0001000000010110,0000000000000001
1010000011000100,0000101101111100,0000000000000100
1110101011001110,0111001010011001,0000000000000001
0100011101001101,0100011011000000,0000000000000001
1100100110101000,1100011010110111,0000000000000011
0101110000011010,1010000010111111,0000000000000001
0100110000110110,0101110011000101,0000000000000001
1111011101111111,1101101110001110,0000000000000001
1000001010011001,0101111001010110,0000000000000001
0100000100001011,1110000000011110,0000000000000001
0111010101100001,1010111001100000,0000000000000001
0000010001000110,1101111010111100,0000000000000010
1110000011010001,1010100101011100,0000000000000001
1101111000111110,0100010110110001,0000000000000001
1000010101000101,0011111100111110,0000000000000001
1101101010010010,1111000011100101,0000000000000001
0001001011100110,1101001011000000,0000000000000010
1110011011101000,0010101100000011,0000000000000001
0000011110010111,1010010001000011,0000000000000001
1011011011101000,1110101010010101,0000000000000001
1011000110100100,0010001011000001,0000000000000001
0011000001110100,1000000001110011,0000000000000001
0000001111010110,1001101111000001,0000000000000001
0110000011011110,1111001110111001,0000000000000001
0011111000110100,0100111101001010,0000000000000110
0001001101111001,1011100010001101,0000000000000101
0110111010110101,1110000100100010,0000000000000001
1001110010001011,0100101100100010,0000000000000001
0010010100101110,1101010011011000,0000000000000010
1110001111100100,0001001000011110,0000000000000010
1111001011010011,1011110100001011,0000000000000001
1110000101011010,0000000101101010,0000000000000010
0111011000011010,1001110110000110,0000000000000110
1011010000001010,1110101011011100,0000000000000010
1010111001010111,0101100010010100,0000000000000001
1100001011100000,0011000111001101,0000000000000001
1111000110001111,0010010001100010,0000000000000001
1111110000110010,1100001110000001,0000000000000001
0110110110010101,0101111010000010,0000000000000001
1100110001011011,0110000001110101,0000000000000001
0010101001000010,0101100100101011,0000000000000011
1111100001010101,0010101101000010,0000000000000001
1010010001100101,1010010111101100,0000000000000001
1011001010110000,0001011111100001,0000000000000001
1010000011111110,0101011000011000,0000000000000010
0101110111001100,1110111111110010,0000000000000010
1111110111100010,0110001001111010,0000000000000010
0001010001001000,1110101001101100,0000000000000100
1011010001010000,1010100100001001,0000000000000001
0111101001000000,0100001010000011,0000000000000001
0010110100110010,1011111000110111,0000000000000101
0001001000110111,0001001000100011,0000000000000001
1100101100001000,1000011111010010,0000000000000010
0111101010001011,0000000110101111,0000000000000001
0011100010011011,1101111110000101,0000000000000001
0011010000110100,1101100111101000,0000000000000100
0101110101100111,1100010110000110,0000000000000001
0010011011010011,0101011100011101,0000000000000001
1001000011100000,0101100010001111,0000000000000001
1101011110011001,1010000100101100,0000000000000001
1001110000010010,0101010001010101,0000000000000001
0000110000010001,1011011111110111,0000000000000001
0011101010011010,1111110111000000,0000000000000010
1010011001010110,0101110010101100,0000000000000110
1001101001001010,1001010011100000,0000000000000110
1110010111000011,1001011001011111,0000000000000001
0001010101001101,1011001101100001,0000000000000001
0011010010110111,0101000100111100,0000000000000001
1010101110110010,1110101111100101,0000000000000001
1010011011011011,0111110101001001,0000000000000001
1110011010010011,1000000010010011,0000000000000001
1101010010011111,1100010100100100,0000000000000001
0010011101011010,0101001011011001,0000000000000001
1100101011010100,0111110001100110,0000000000000010
1000000101111011,1000111111000011,0000000000000001
1010110010011111,0101110101011011,0000000000000001
1000001001111011,1111001100110110,0000000000000001
0111110101110010,0011000110100010,0000000000000010
1010101010110001,0001001100110111,0000000000000001
